"rt","response","ParticipantID","TrialType","ClipID","BlockNum","Condition","SoundCategory","CorrectKey","Accuracy"
3413,"4","381","Retrieval",133,3,-112.5,"acoustic",4,TRUE
3648,"1","381","Retrieval",107,3,-135,"acoustic",1,TRUE
3931,"1","381","Retrieval",19,3,135,"choir",3,FALSE
3915,"1","381","Retrieval",178,3,90,"willow",1,TRUE
4469,"3","381","Retrieval",120,3,22.5,"willow",2,FALSE
4267,"2","381","Retrieval",190,3,-90,"acoustic",3,FALSE
4229,"1","381","Retrieval",59,3,-45,"guitar",2,FALSE
4976,"4","381","Retrieval",77,3,-22.5,"guitar",2,FALSE
4048,"3","381","Retrieval",21,4,135,"acoustic",3,TRUE
3344,"2","381","Retrieval",181,4,-90,"choir",4,FALSE
4619,"3","381","Retrieval",115,4,22.5,"guitar",4,FALSE
5083,"3","381","Retrieval",168,4,67.5,"guitar",4,FALSE
4688,"1","381","Retrieval",47,4,180,"acoustic",1,TRUE
5232,"1","381","Retrieval",39,4,157.5,"acoustic",3,FALSE
4501,"2","381","Retrieval",98,4,-135,"choir",4,FALSE
NA,NA,"381","Retrieval",27,4,-67.5,"willow",3,NA
4208,"3","381","Retrieval",159,4,-112.5,"choir",2,FALSE
3979,"4","381","Retrieval",164,4,45,"guitar",3,FALSE
4064,"2","381","Retrieval",92,4,0,"willow",3,FALSE
3301,"3","381","Retrieval",76,4,-157.5,"choir",3,TRUE
4784,"3","381","Retrieval",1,4,112.5,"acoustic",2,FALSE
4821,"4","381","Retrieval",32,4,-45,"willow",1,FALSE
5275,"3","381","Retrieval",179,4,90,"guitar",2,FALSE
3755,"1","381","Retrieval",55,4,-22.5,"willow",1,TRUE
4160,"2","381","Retrieval",97,5,-135,"choir",2,TRUE
3808,"4","381","Retrieval",124,5,-112.5,"choir",4,TRUE
3915,"3","381","Retrieval",66,5,-22.5,"willow",3,TRUE
5605,"1","381","Retrieval",78,5,-157.5,"choir",1,TRUE
4096,"2","381","Retrieval",112,5,22.5,"guitar",3,FALSE
4917,"2","381","Retrieval",160,5,-90,"choir",1,FALSE
3504,"1","381","Retrieval",23,5,157.5,"acoustic",3,FALSE
4432,"3","381","Retrieval",37,5,-45,"willow",1,FALSE
3707,"4","381","Retrieval",183,5,90,"guitar",4,TRUE
4917,"4","381","Retrieval",5,5,112.5,"acoustic",3,FALSE
3333,"1","381","Retrieval",60,5,180,"acoustic",1,TRUE
3232,"2","381","Retrieval",18,5,-67.5,"willow",1,FALSE
5285,"3","381","Retrieval",94,5,0,"willow",4,FALSE
4395,"1","381","Retrieval",170,5,67.5,"guitar",1,TRUE
4928,"4","381","Retrieval",151,5,45,"guitar",4,TRUE
3797,"2","381","Retrieval",9,5,135,"acoustic",2,TRUE
4149,"2","381","Retrieval",75,6,-22.5,"willow",4,FALSE
3835,"1","381","Retrieval",139,6,-112.5,"choir",2,FALSE
3899,"1","381","Retrieval",48,6,-45,"willow",4,FALSE
3915,"1","381","Retrieval",161,6,45,"guitar",2,FALSE
3312,"2","381","Retrieval",88,6,-157.5,"choir",3,FALSE
5227,"2","381","Retrieval",108,6,0,"willow",4,FALSE
4875,"4","381","Retrieval",20,6,135,"acoustic",2,FALSE
3584,"2","381","Retrieval",22,6,-67.5,"willow",1,FALSE
4507,"2","381","Retrieval",172,6,67.5,"guitar",4,FALSE
4005,"3","381","Retrieval",185,6,90,"guitar",3,TRUE
4251,"3","381","Retrieval",146,6,22.5,"guitar",4,FALSE
3931,"3","381","Retrieval",4,6,112.5,"acoustic",3,TRUE
4005,"1","381","Retrieval",58,6,180,"acoustic",3,FALSE
3659,"4","381","Retrieval",44,6,157.5,"acoustic",3,FALSE
4859,"2","381","Retrieval",182,6,-90,"choir",4,FALSE
4219,"2","381","Retrieval",121,6,-135,"choir",2,TRUE
5109,"1","381","Retrieval",65,7,-22.5,"ep",1,TRUE
4069,"1","381","Retrieval",24,7,-67.5,"ep",1,TRUE
3605,"3","381","Retrieval",110,7,-157.5,"orch",3,TRUE
5157,"4","381","Retrieval",45,7,157.5,"dar",2,FALSE
3333,"2","381","Retrieval",99,7,0,"ep",4,FALSE
4059,"4","381","Retrieval",40,7,135,"dar",3,FALSE
5472,"3","381","Retrieval",165,7,-112.5,"orch",4,FALSE
5771,"4","381","Retrieval",142,7,-135,"orch",4,TRUE
4491,"4","381","Retrieval",2,7,112.5,"dar",2,FALSE
3339,"3","381","Retrieval",125,7,22.5,"synth",1,FALSE
3776,"2","381","Retrieval",56,7,180,"dar",2,TRUE
3653,"2","381","Retrieval",163,7,90,"synth",4,FALSE
3728,"1","381","Retrieval",25,7,-45,"ep",4,FALSE
3472,"4","381","Retrieval",188,7,-90,"orch",4,TRUE
4336,"1","381","Retrieval",135,7,67.5,"synth",1,TRUE
3824,"4","381","Retrieval",131,7,45,"synth",4,TRUE
NA,NA,"381","Retrieval",80,8,180,"dar",3,NA
5717,"2","381","Retrieval",184,8,90,"synth",4,FALSE
3819,"4","381","Retrieval",26,8,-45,"ep",3,FALSE
3237,"1","381","Retrieval",128,8,45,"synth",2,FALSE
4688,"4","381","Retrieval",140,8,67.5,"synth",2,FALSE
4325,"2","381","Retrieval",134,8,-157.5,"orch",4,FALSE
3323,"1","381","Retrieval",86,8,-22.5,"ep",2,FALSE
3888,"1","381","Retrieval",6,8,-67.5,"ep",1,TRUE
3365,"1","381","Retrieval",145,8,-112.5,"orch",1,TRUE
3264,"2","381","Retrieval",141,8,-135,"orch",2,TRUE
3483,"1","381","Retrieval",101,8,0,"ep",4,FALSE
5552,"2","381","Retrieval",111,8,22.5,"synth",3,FALSE
4160,"2","381","Retrieval",31,8,135,"dar",2,TRUE
3403,"1","381","Retrieval",43,8,157.5,"dar",1,TRUE
3557,"1","381","Retrieval",29,8,112.5,"dar",1,TRUE
3461,"4","381","Retrieval",174,8,-90,"orch",2,FALSE
4896,"1","381","Retrieval",34,9,135,"dar",2,FALSE
5696,"1","381","Retrieval",49,9,157.5,"dar",4,FALSE
3877,"1","381","Retrieval",186,9,90,"synth",4,FALSE
4907,"1","381","Retrieval",127,9,22.5,"synth",2,FALSE
3317,"1","381","Retrieval",41,9,-45,"ep",1,TRUE
4848,"1","381","Retrieval",14,9,112.5,"dar",1,TRUE
4741,"4","381","Retrieval",155,9,67.5,"synth",4,TRUE
3445,"4","381","Retrieval",106,9,0,"ep",4,TRUE
4891,"1","381","Retrieval",137,9,-157.5,"orch",4,FALSE
4992,"2","381","Retrieval",158,9,-112.5,"orch",2,TRUE
3808,"3","381","Retrieval",16,9,-67.5,"ep",1,FALSE
3493,"2","381","Retrieval",143,9,-135,"orch",4,FALSE
3787,"2","381","Retrieval",64,9,180,"dar",1,FALSE
3355,"1","381","Retrieval",192,9,-90,"orch",4,FALSE
4651,"4","381","Retrieval",87,9,-22.5,"ep",2,FALSE
4080,"2","381","Retrieval",129,9,45,"synth",4,FALSE
4752,"3","381","Retrieval",187,10,-90,"dar",2,FALSE
4101,"1","381","Retrieval",42,10,135,"orch",4,FALSE
3680,"2","381","Retrieval",85,10,180,"orch",1,FALSE
5264,"3","381","Retrieval",74,10,157.5,"orch",1,FALSE
3979,"2","381","Retrieval",50,10,-67.5,"synth",3,FALSE
4725,"1","381","Retrieval",82,10,-157.5,"dar",1,TRUE
4603,"4","381","Retrieval",123,10,22.5,"ep",2,FALSE
3493,"4","381","Retrieval",154,10,-112.5,"dar",1,FALSE
5381,"3","381","Retrieval",17,10,112.5,"orch",2,FALSE
3360,"2","381","Retrieval",51,10,-45,"synth",1,FALSE
5061,"3","381","Retrieval",150,10,45,"ep",4,FALSE
3637,"1","381","Retrieval",95,10,0,"synth",1,TRUE
4539,"4","381","Retrieval",122,10,-135,"dar",4,TRUE
4624,"4","381","Retrieval",166,10,67.5,"ep",1,FALSE
3915,"3","381","Retrieval",177,10,90,"ep",2,FALSE
4085,"1","381","Retrieval",70,10,-22.5,"synth",4,FALSE
3275,"2","381","Retrieval",30,11,112.5,"orch",1,FALSE
3755,"3","381","Retrieval",8,11,-67.5,"synth",3,TRUE
3653,"2","381","Retrieval",136,11,-112.5,"dar",2,TRUE
4112,"3","381","Retrieval",138,11,45,"ep",3,TRUE
4325,"4","381","Retrieval",33,11,135,"orch",4,TRUE
3333,"1","381","Retrieval",102,11,180,"orch",2,FALSE
4965,"1","381","Retrieval",54,11,-45,"synth",4,FALSE
3264,"2","381","Retrieval",57,11,157.5,"orch",1,FALSE
5360,"4","381","Retrieval",180,11,90,"ep",1,FALSE
5451,"4","381","Retrieval",100,11,0,"synth",4,TRUE
3067,"1","381","Retrieval",103,11,-157.5,"dar",2,FALSE
NA,NA,"381","Retrieval",116,11,-135,"dar",2,NA
3632,"1","381","Retrieval",71,11,-22.5,"synth",3,FALSE
4304,"3","381","Retrieval",117,11,22.5,"ep",2,FALSE
5451,"2","381","Retrieval",162,11,-90,"dar",3,FALSE
5104,"1","381","Retrieval",173,11,67.5,"ep",4,FALSE
4560,"3","381","Retrieval",28,12,112.5,"orch",2,FALSE
4123,"3","381","Retrieval",147,12,-112.5,"dar",2,FALSE
3413,"4","381","Retrieval",126,12,-135,"dar",2,FALSE
4875,"1","381","Retrieval",61,12,-45,"synth",4,FALSE
5531,"1","381","Retrieval",191,12,-90,"dar",3,FALSE
5691,"3","381","Retrieval",114,12,-157.5,"dar",3,TRUE
5973,"3","381","Retrieval",132,12,22.5,"ep",4,FALSE
4069,"1","381","Retrieval",189,12,90,"ep",4,FALSE
5648,"2","381","Retrieval",35,12,-67.5,"synth",1,FALSE
5451,"4","381","Retrieval",144,12,45,"ep",1,FALSE
NA,NA,"381","Retrieval",176,12,67.5,"ep",4,NA
5968,"2","381","Retrieval",36,12,135,"orch",1,FALSE
5957,"2","381","Retrieval",89,12,-22.5,"synth",1,FALSE
5520,"4","381","Retrieval",81,12,157.5,"orch",2,FALSE
4507,"3","381","Retrieval",109,12,0,"synth",3,TRUE
4827,"1","381","Retrieval",91,12,180,"orch",1,TRUE
5008,"2","379","Retrieval",115,1,-22.5,"guitar",2,TRUE
4043,"3","379","Retrieval",69,1,135,"choir",1,FALSE
4651,"3","379","Retrieval",73,1,-67.5,"guitar",3,TRUE
3333,"3","379","Retrieval",18,1,-112.5,"willow",3,TRUE
3040,"2","379","Retrieval",98,1,180,"choir",2,TRUE
4277,"2","379","Retrieval",62,1,112.5,"choir",2,TRUE
3397,"3","379","Retrieval",88,1,157.5,"choir",4,FALSE
3979,"2","379","Retrieval",84,1,-45,"guitar",4,FALSE
3851,"1","379","Retrieval",161,1,0,"guitar",1,TRUE
3840,"3","379","Retrieval",169,1,-135,"acoustic",2,FALSE
4053,"1","379","Retrieval",178,1,45,"willow",3,FALSE
4373,"4","379","Retrieval",156,1,22.5,"willow",4,TRUE
3163,"2","379","Retrieval",4,1,67.5,"acoustic",1,FALSE
3088,"3","379","Retrieval",20,1,90,"acoustic",4,FALSE
3237,"2","379","Retrieval",113,1,-157.5,"acoustic",2,TRUE
4635,"2","379","Retrieval",32,1,-90,"willow",1,FALSE
3477,"2","379","Retrieval",63,2,112.5,"choir",4,FALSE
3595,"1","379","Retrieval",171,2,45,"willow",3,FALSE
3925,"4","379","Retrieval",153,2,22.5,"willow",2,FALSE
3637,"2","379","Retrieval",146,2,-22.5,"guitar",3,FALSE
3520,"2","379","Retrieval",22,2,-112.5,"willow",3,FALSE
3947,"1","379","Retrieval",76,2,157.5,"choir",1,TRUE
3323,"3","379","Retrieval",9,2,90,"acoustic",3,TRUE
3205,"2","379","Retrieval",37,2,-90,"willow",2,TRUE
4229,"1","379","Retrieval",151,2,0,"guitar",2,FALSE
5083,"3","379","Retrieval",93,2,-45,"guitar",3,TRUE
5344,"1","379","Retrieval",5,2,67.5,"acoustic",3,FALSE
4235,"4","379","Retrieval",121,2,180,"choir",4,TRUE
3819,"3","379","Retrieval",67,2,-67.5,"guitar",3,TRUE
4501,"1","379","Retrieval",68,2,135,"choir",4,FALSE
4784,"2","379","Retrieval",133,2,-157.5,"acoustic",3,FALSE
3797,"2","379","Retrieval",190,2,-135,"acoustic",3,FALSE
3312,"4","379","Retrieval",72,3,135,"choir",4,TRUE
3440,"3","379","Retrieval",112,3,-22.5,"guitar",4,FALSE
3653,"2","379","Retrieval",78,3,157.5,"choir",4,FALSE
3563,"3","379","Retrieval",52,3,112.5,"choir",1,FALSE
3376,"1","379","Retrieval",148,3,-157.5,"acoustic",4,FALSE
4155,"3","379","Retrieval",164,3,0,"guitar",1,FALSE
3307,"2","379","Retrieval",21,3,90,"acoustic",2,TRUE
3771,"1","379","Retrieval",1,3,67.5,"acoustic",1,TRUE
3360,"1","379","Retrieval",175,3,-135,"acoustic",3,FALSE
3376,"4","379","Retrieval",97,3,180,"choir",3,FALSE
3355,"1","379","Retrieval",167,3,45,"willow",4,FALSE
3195,"4","379","Retrieval",77,3,-67.5,"guitar",1,FALSE
3824,"1","379","Retrieval",48,3,-90,"willow",4,FALSE
3360,"4","379","Retrieval",90,3,-45,"guitar",2,FALSE
3461,"2","379","Retrieval",157,3,22.5,"willow",1,FALSE
3973,"1","379","Retrieval",27,3,-112.5,"willow",1,TRUE
3467,"2","379","Retrieval",160,4,-135,"choir",3,FALSE
3899,"4","379","Retrieval",124,4,-157.5,"choir",4,TRUE
3221,"1","379","Retrieval",149,4,0,"willow",2,FALSE
3163,"2","379","Retrieval",96,4,157.5,"acoustic",2,TRUE
3584,"3","379","Retrieval",46,4,-90,"guitar",1,FALSE
4128,"3","379","Retrieval",185,4,45,"guitar",4,FALSE
3371,"2","379","Retrieval",170,4,22.5,"guitar",1,FALSE
3291,"1","379","Retrieval",3,4,-112.5,"guitar",2,FALSE
4213,"2","379","Retrieval",11,4,67.5,"choir",3,FALSE
3205,"3","379","Retrieval",39,4,112.5,"acoustic",4,FALSE
3312,"4","379","Retrieval",105,4,180,"acoustic",3,FALSE
3285,"3","379","Retrieval",58,4,135,"acoustic",3,TRUE
3813,"4","379","Retrieval",119,4,-22.5,"willow",3,FALSE
3733,"4","379","Retrieval",19,4,90,"choir",4,TRUE
3312,"1","379","Retrieval",92,4,-45,"willow",1,TRUE
3995,"1","379","Retrieval",66,4,-67.5,"willow",3,FALSE
3995,"3","379","Retrieval",120,5,-22.5,"willow",2,FALSE
3211,"1","379","Retrieval",53,5,-90,"guitar",2,FALSE
3253,"4","379","Retrieval",44,5,112.5,"acoustic",2,FALSE
4491,"4","379","Retrieval",47,5,135,"acoustic",1,FALSE
3520,"3","379","Retrieval",12,5,67.5,"choir",3,TRUE
3376,"1","379","Retrieval",183,5,45,"guitar",3,FALSE
3232,"1","379","Retrieval",7,5,-112.5,"guitar",1,TRUE
3984,"4","379","Retrieval",107,5,180,"acoustic",2,FALSE
3707,"3","379","Retrieval",55,5,-67.5,"willow",3,TRUE
3376,"4","379","Retrieval",13,5,90,"choir",3,FALSE
3851,"1","379","Retrieval",130,5,0,"willow",2,FALSE
3344,"4","379","Retrieval",139,5,-157.5,"choir",1,FALSE
3867,"2","379","Retrieval",108,5,-45,"willow",1,FALSE
3685,"4","379","Retrieval",168,5,22.5,"guitar",3,FALSE
3797,"4","379","Retrieval",182,5,-135,"choir",4,TRUE
3477,"4","379","Retrieval",79,5,157.5,"acoustic",3,FALSE
3968,"4","379","Retrieval",104,6,180,"acoustic",4,TRUE
4293,"4","379","Retrieval",179,6,45,"guitar",1,FALSE
3509,"3","379","Retrieval",60,6,135,"acoustic",4,FALSE
3563,"3","379","Retrieval",75,6,-67.5,"willow",4,FALSE
3419,"2","379","Retrieval",23,6,112.5,"acoustic",1,FALSE
3232,"4","379","Retrieval",172,6,22.5,"guitar",1,FALSE
3712,"1","379","Retrieval",181,6,-135,"choir",2,FALSE
3771,"3","379","Retrieval",152,6,0,"willow",3,TRUE
4341,"1","379","Retrieval",118,6,-22.5,"willow",3,FALSE
3829,"3","379","Retrieval",94,6,-45,"willow",2,FALSE
4581,"4","379","Retrieval",59,6,-90,"guitar",4,TRUE
3936,"2","379","Retrieval",38,6,90,"choir",1,FALSE
NA,NA,"379","Retrieval",15,6,-112.5,"guitar",4,NA
5605,"2","379","Retrieval",10,6,67.5,"choir",1,FALSE
4848,"1","379","Retrieval",83,6,157.5,"acoustic",1,TRUE
3589,"3","379","Retrieval",159,6,-157.5,"choir",1,FALSE
3237,"2","379","Retrieval",122,7,180,"dar",4,FALSE
3541,"1","379","Retrieval",86,7,-67.5,"ep",4,FALSE
3440,"4","379","Retrieval",28,7,67.5,"orch",4,TRUE
3541,"3","379","Retrieval",99,7,-45,"ep",2,FALSE
3707,"1","379","Retrieval",140,7,22.5,"synth",4,FALSE
3419,"2","379","Retrieval",45,7,112.5,"dar",1,FALSE
3365,"4","379","Retrieval",144,7,0,"ep",3,FALSE
3387,"2","379","Retrieval",174,7,-135,"orch",2,TRUE
3856,"3","379","Retrieval",8,7,-112.5,"synth",1,FALSE
3285,"4","379","Retrieval",123,7,-22.5,"ep",3,FALSE
3829,"2","379","Retrieval",145,7,-157.5,"orch",4,FALSE
3397,"1","379","Retrieval",64,7,135,"dar",2,FALSE
3456,"4","379","Retrieval",114,7,157.5,"dar",4,TRUE
3429,"3","379","Retrieval",36,7,90,"orch",1,FALSE
3584,"1","379","Retrieval",186,7,45,"synth",1,TRUE
3371,"2","379","Retrieval",51,7,-90,"synth",2,TRUE
3744,"2","379","Retrieval",54,8,-90,"synth",4,FALSE
3760,"4","379","Retrieval",184,8,45,"synth",4,TRUE
3291,"2","379","Retrieval",126,8,180,"dar",1,FALSE
3979,"3","379","Retrieval",158,8,-157.5,"orch",2,FALSE
4448,"4","379","Retrieval",192,8,-135,"orch",4,TRUE
4437,"1","379","Retrieval",49,8,112.5,"dar",1,TRUE
4267,"1","379","Retrieval",33,8,90,"orch",2,FALSE
3963,"3","379","Retrieval",30,8,67.5,"orch",3,TRUE
3104,"2","379","Retrieval",106,8,-45,"ep",2,TRUE
3472,"4","379","Retrieval",135,8,22.5,"synth",4,TRUE
4507,"3","379","Retrieval",82,8,157.5,"dar",1,FALSE
3979,"1","379","Retrieval",132,8,-22.5,"ep",2,FALSE
3419,"3","379","Retrieval",56,8,135,"dar",4,FALSE
3664,"2","379","Retrieval",138,8,0,"ep",1,FALSE
4144,"4","379","Retrieval",35,8,-112.5,"synth",3,FALSE
4203,"3","379","Retrieval",65,8,-67.5,"ep",1,FALSE
4272,"4","379","Retrieval",80,9,135,"dar",4,TRUE
3646,"2","379","Retrieval",50,9,-112.5,"synth",1,FALSE
4307,"4","379","Retrieval",103,9,157.5,"dar",1,FALSE
4627,"2","379","Retrieval",150,9,0,"ep",4,FALSE
3657,"3","379","Retrieval",61,9,-90,"synth",4,FALSE
4365,"3","379","Retrieval",163,9,45,"synth",1,FALSE
3866,"4","379","Retrieval",117,9,-22.5,"ep",3,FALSE
4191,"2","379","Retrieval",155,9,22.5,"synth",4,FALSE
4000,"1","379","Retrieval",101,9,-45,"ep",2,FALSE
3007,"2","379","Retrieval",87,9,-67.5,"ep",4,FALSE
3889,"4","379","Retrieval",116,9,180,"dar",2,FALSE
4876,"1","379","Retrieval",42,9,90,"orch",4,FALSE
3535,"3","379","Retrieval",17,9,67.5,"orch",3,TRUE
4127,"1","379","Retrieval",188,9,-135,"orch",4,FALSE
3460,"3","379","Retrieval",165,9,-157.5,"orch",4,FALSE
3791,"3","379","Retrieval",43,9,112.5,"dar",1,FALSE
3976,"2","379","Retrieval",189,10,45,"ep",2,TRUE
3611,"4","379","Retrieval",125,10,-22.5,"synth",3,FALSE
3675,"1","379","Retrieval",136,10,-157.5,"dar",2,FALSE
3779,"2","379","Retrieval",25,10,-90,"ep",2,TRUE
3634,"3","379","Retrieval",14,10,67.5,"dar",3,TRUE
3239,"4","379","Retrieval",91,10,135,"orch",4,TRUE
3971,"4","379","Retrieval",162,10,-135,"dar",1,FALSE
3820,"1","379","Retrieval",74,10,112.5,"orch",3,FALSE
3460,"3","379","Retrieval",34,10,90,"dar",1,FALSE
3628,"2","379","Retrieval",137,10,157.5,"orch",2,TRUE
3767,"3","379","Retrieval",95,10,-45,"synth",1,FALSE
4319,"4","379","Retrieval",71,10,-67.5,"synth",2,FALSE
3744,"1","379","Retrieval",6,10,-112.5,"ep",4,FALSE
4174,"2","379","Retrieval",142,10,180,"orch",2,TRUE
4098,"3","379","Retrieval",129,10,0,"synth",3,TRUE
5521,"4","379","Retrieval",173,10,22.5,"ep",2,FALSE
3413,"4","379","Retrieval",85,11,135,"orch",2,FALSE
3924,"3","379","Retrieval",127,11,-22.5,"synth",1,FALSE
3349,"3","379","Retrieval",143,11,180,"orch",3,TRUE
3901,"1","379","Retrieval",16,11,-112.5,"ep",4,FALSE
3727,"3","379","Retrieval",147,11,-157.5,"dar",4,FALSE
4441,"4","379","Retrieval",180,11,45,"ep",3,FALSE
4458,"4","379","Retrieval",70,11,-67.5,"synth",3,FALSE
3402,"3","379","Retrieval",191,11,-135,"dar",3,TRUE
3518,"3","379","Retrieval",31,11,90,"dar",1,FALSE
3320,"4","379","Retrieval",128,11,0,"synth",3,FALSE
3442,"3","379","Retrieval",26,11,-90,"ep",2,FALSE
3622,"2","379","Retrieval",109,11,-45,"synth",1,FALSE
3344,"3","379","Retrieval",81,11,112.5,"orch",3,TRUE
3773,"3","379","Retrieval",29,11,67.5,"dar",1,FALSE
3512,"1","379","Retrieval",166,11,22.5,"ep",1,TRUE
4452,"4","379","Retrieval",110,11,157.5,"orch",2,FALSE
3499,"1","379","Retrieval",187,12,-135,"dar",4,FALSE
3376,"4","379","Retrieval",176,12,22.5,"ep",2,FALSE
3792,"3","379","Retrieval",57,12,112.5,"orch",3,TRUE
4021,"2","379","Retrieval",40,12,90,"dar",3,FALSE
4976,"4","379","Retrieval",141,12,180,"orch",1,FALSE
3269,"3","379","Retrieval",111,12,-22.5,"synth",1,FALSE
3408,"2","379","Retrieval",102,12,135,"orch",3,FALSE
3707,"4","379","Retrieval",134,12,157.5,"orch",2,FALSE
4539,"2","379","Retrieval",154,12,-157.5,"dar",2,TRUE
3627,"4","379","Retrieval",89,12,-67.5,"synth",3,FALSE
3749,"1","379","Retrieval",24,12,-112.5,"ep",1,TRUE
4213,"2","379","Retrieval",131,12,0,"synth",2,TRUE
3317,"2","379","Retrieval",41,12,-90,"ep",2,TRUE
3547,"4","379","Retrieval",100,12,-45,"synth",3,FALSE
3381,"3","379","Retrieval",177,12,45,"ep",4,FALSE
3493,"2","379","Retrieval",2,12,67.5,"dar",4,FALSE
4309,"2","353","Retrieval",108,1,90,"willow",2,TRUE
3472,"3","353","Retrieval",4,1,-157.5,"acoustic",1,FALSE
3275,"2","353","Retrieval",112,1,112.5,"guitar",1,FALSE
3579,"1","353","Retrieval",18,1,22.5,"willow",4,FALSE
3355,"2","353","Retrieval",183,1,180,"guitar",1,FALSE
3717,"1","353","Retrieval",32,1,45,"willow",4,FALSE
4480,"2","353","Retrieval",60,1,-90,"acoustic",3,FALSE
4213,"1","353","Retrieval",151,1,135,"guitar",3,FALSE
3275,"1","353","Retrieval",88,1,-67.5,"choir",3,FALSE
3328,"4","353","Retrieval",98,1,-45,"choir",3,FALSE
3355,"4","353","Retrieval",20,1,-135,"acoustic",2,FALSE
3280,"3","353","Retrieval",55,1,67.5,"willow",3,TRUE
4155,"1","353","Retrieval",23,1,-112.5,"acoustic",3,FALSE
3051,"4","353","Retrieval",124,1,-22.5,"choir",4,TRUE
3211,"3","353","Retrieval",172,1,157.5,"guitar",4,FALSE
3285,"2","353","Retrieval",160,1,0,"choir",1,FALSE
4187,"1","353","Retrieval",39,2,-112.5,"acoustic",2,FALSE
3237,"4","353","Retrieval",58,2,-90,"acoustic",2,FALSE
3173,"2","353","Retrieval",76,2,-67.5,"choir",2,TRUE
3360,"1","353","Retrieval",181,2,0,"choir",4,FALSE
3349,"4","353","Retrieval",179,2,180,"guitar",2,FALSE
3296,"4","353","Retrieval",27,2,22.5,"willow",2,FALSE
3248,"1","353","Retrieval",159,2,-22.5,"choir",1,TRUE
3317,"4","353","Retrieval",170,2,157.5,"guitar",4,TRUE
3659,"2","353","Retrieval",1,2,-157.5,"acoustic",1,FALSE
3472,"3","353","Retrieval",164,2,135,"guitar",3,TRUE
3259,"2","353","Retrieval",115,2,112.5,"guitar",1,FALSE
3275,"3","353","Retrieval",9,2,-135,"acoustic",3,TRUE
3472,"4","353","Retrieval",121,2,-45,"choir",1,FALSE
3269,"2","353","Retrieval",37,2,45,"willow",3,FALSE
3221,"3","353","Retrieval",94,2,90,"willow",2,FALSE
3536,"1","353","Retrieval",75,2,67.5,"willow",2,FALSE
4000,"1","353","Retrieval",66,3,67.5,"willow",1,TRUE
3675,"1","353","Retrieval",48,3,45,"willow",1,TRUE
3269,"1","353","Retrieval",185,3,180,"guitar",2,FALSE
3163,"4","353","Retrieval",5,3,-157.5,"acoustic",4,TRUE
3301,"1","353","Retrieval",168,3,157.5,"guitar",1,TRUE
3291,"1","353","Retrieval",22,3,22.5,"willow",4,FALSE
3296,"2","353","Retrieval",182,3,0,"choir",1,FALSE
3408,"3","353","Retrieval",97,3,-45,"choir",3,TRUE
3147,"3","353","Retrieval",21,3,-135,"acoustic",3,TRUE
3221,"4","353","Retrieval",47,3,-90,"acoustic",4,TRUE
3237,"4","353","Retrieval",44,3,-112.5,"acoustic",2,FALSE
3024,"1","353","Retrieval",146,3,112.5,"guitar",4,FALSE
3152,"1","353","Retrieval",161,3,135,"guitar",3,FALSE
3563,"2","353","Retrieval",92,3,90,"willow",2,TRUE
3744,"1","353","Retrieval",78,3,-67.5,"choir",1,TRUE
3184,"1","353","Retrieval",139,3,-22.5,"choir",4,FALSE
3461,"2","353","Retrieval",157,4,157.5,"willow",4,FALSE
3259,"2","353","Retrieval",46,4,45,"guitar",2,TRUE
3552,"1","353","Retrieval",52,4,-112.5,"choir",4,FALSE
3205,"2","353","Retrieval",96,4,-67.5,"acoustic",2,TRUE
3291,"1","353","Retrieval",169,4,0,"acoustic",3,FALSE
3253,"1","353","Retrieval",130,4,135,"willow",1,TRUE
3493,"3","353","Retrieval",113,4,-22.5,"acoustic",3,TRUE
3275,"3","353","Retrieval",19,4,-135,"choir",4,FALSE
3451,"4","353","Retrieval",67,4,67.5,"guitar",3,FALSE
3333,"3","353","Retrieval",93,4,90,"guitar",1,FALSE
3307,"2","353","Retrieval",3,4,22.5,"guitar",3,FALSE
3285,"4","353","Retrieval",11,4,-157.5,"choir",3,FALSE
3285,"1","353","Retrieval",105,4,-45,"acoustic",2,FALSE
3152,"4","353","Retrieval",171,4,180,"willow",4,TRUE
3461,"4","353","Retrieval",118,4,112.5,"willow",3,FALSE
3237,"3","353","Retrieval",72,4,-90,"choir",4,FALSE
3243,"1","353","Retrieval",53,5,45,"guitar",3,FALSE
3237,"3","353","Retrieval",167,5,180,"willow",2,FALSE
3403,"4","353","Retrieval",90,5,90,"guitar",3,FALSE
3307,"1","353","Retrieval",13,5,-135,"choir",4,FALSE
3323,"4","353","Retrieval",107,5,-45,"acoustic",2,FALSE
3216,"2","353","Retrieval",119,5,112.5,"willow",2,TRUE
3323,"1","353","Retrieval",175,5,0,"acoustic",1,TRUE
3189,"2","353","Retrieval",156,5,157.5,"willow",4,FALSE
3344,"2","353","Retrieval",77,5,67.5,"guitar",1,FALSE
3355,"4","353","Retrieval",69,5,-90,"choir",3,FALSE
3531,"4","353","Retrieval",148,5,-22.5,"acoustic",1,FALSE
3243,"1","353","Retrieval",62,5,-112.5,"choir",1,TRUE
3259,"4","353","Retrieval",79,5,-67.5,"acoustic",4,TRUE
3093,"2","353","Retrieval",10,5,-157.5,"choir",3,FALSE
3264,"3","353","Retrieval",15,5,22.5,"guitar",1,FALSE
