"rt","response","ParticipantID","TrialType","ClipID","BlockNum","Condition","SoundCategory","CorrectKey","Accuracy"
4557,"1","299","Retrieval",4,2,67.5,"acoustic",2,FALSE
4540,"4","299","Retrieval",153,2,22.5,"willow",4,TRUE
4238,"3","299","Retrieval",77,2,-67.5,"guitar",4,FALSE
3396,"3","299","Retrieval",37,2,-90,"willow",1,FALSE
4029,"4","299","Retrieval",121,2,180,"choir",4,TRUE
3796,"4","299","Retrieval",18,2,-112.5,"willow",1,FALSE
4743,"1","299","Retrieval",52,2,112.5,"choir",4,FALSE
3976,"3","299","Retrieval",88,2,157.5,"choir",2,FALSE
3402,"4","299","Retrieval",73,3,-67.5,"guitar",2,FALSE
4180,"2","299","Retrieval",22,3,-112.5,"willow",1,FALSE
4296,"4","299","Retrieval",69,3,135,"choir",4,TRUE
4093,"3","299","Retrieval",169,3,-135,"acoustic",1,FALSE
3332,"1","299","Retrieval",112,3,-22.5,"guitar",1,TRUE
4145,"4","299","Retrieval",156,3,22.5,"willow",2,FALSE
3599,"3","299","Retrieval",93,3,-45,"guitar",3,TRUE
4301,"4","299","Retrieval",148,3,-157.5,"acoustic",2,FALSE
4098,"1","299","Retrieval",32,3,-90,"willow",2,FALSE
3576,"2","299","Retrieval",76,3,157.5,"choir",3,FALSE
4093,"3","299","Retrieval",1,3,67.5,"acoustic",3,TRUE
5027,"2","299","Retrieval",9,3,90,"acoustic",2,TRUE
3413,"3","299","Retrieval",63,3,112.5,"choir",1,FALSE
3704,"3","299","Retrieval",161,3,0,"guitar",1,FALSE
3617,"4","299","Retrieval",178,3,45,"willow",2,FALSE
4389,"4","299","Retrieval",98,3,180,"choir",4,TRUE
4412,"2","299","Retrieval",55,4,-67.5,"willow",1,FALSE
3866,"2","299","Retrieval",38,4,90,"choir",2,TRUE
3419,"3","299","Retrieval",152,4,0,"willow",1,FALSE
4168,"4","299","Retrieval",104,4,180,"acoustic",1,FALSE
3570,"3","299","Retrieval",47,4,135,"acoustic",3,TRUE
4748,"1","299","Retrieval",83,4,157.5,"acoustic",2,FALSE
3303,"3","299","Retrieval",183,4,45,"guitar",4,FALSE
3123,"4","299","Retrieval",15,4,-112.5,"guitar",4,TRUE
4278,"3","299","Retrieval",182,4,-135,"choir",3,TRUE
3773,"4","299","Retrieval",119,4,-22.5,"willow",2,FALSE
4005,"1","299","Retrieval",92,4,-45,"willow",4,FALSE
4975,"3","299","Retrieval",124,4,-157.5,"choir",3,TRUE
3506,"4","299","Retrieval",172,4,22.5,"guitar",2,FALSE
3518,"1","299","Retrieval",59,4,-90,"guitar",4,FALSE
3419,"2","299","Retrieval",12,4,67.5,"choir",2,TRUE
3373,"2","299","Retrieval",39,4,112.5,"acoustic",2,TRUE
4040,"4","299","Retrieval",53,5,-90,"guitar",2,FALSE
4650,"3","299","Retrieval",19,5,90,"choir",3,TRUE
4772,"3","299","Retrieval",23,5,112.5,"acoustic",2,FALSE
5747,"2","299","Retrieval",181,5,-135,"choir",1,FALSE
4551,"3","299","Retrieval",139,5,-157.5,"choir",3,TRUE
3907,"4","299","Retrieval",94,5,-45,"willow",1,FALSE
3361,"1","299","Retrieval",75,5,-67.5,"willow",2,FALSE
4313,"3","299","Retrieval",3,5,-112.5,"guitar",3,TRUE
3320,"1","299","Retrieval",130,5,0,"willow",2,FALSE
3489,"3","299","Retrieval",60,5,135,"acoustic",4,FALSE
3344,"1","299","Retrieval",96,5,157.5,"acoustic",1,TRUE
3814,"1","299","Retrieval",120,5,-22.5,"willow",1,TRUE
4592,"3","299","Retrieval",168,5,22.5,"guitar",4,FALSE
3024,"1","299","Retrieval",179,5,45,"guitar",1,TRUE
3408,"2","299","Retrieval",107,5,180,"acoustic",3,FALSE
3704,"2","299","Retrieval",11,5,67.5,"choir",2,TRUE
5021,"3","299","Retrieval",159,6,-157.5,"choir",2,FALSE
4807,"3","299","Retrieval",66,6,-67.5,"willow",3,TRUE
4348,"4","299","Retrieval",58,6,135,"acoustic",3,FALSE
3715,"1","299","Retrieval",149,6,0,"willow",1,TRUE
3140,"4","299","Retrieval",46,6,-90,"guitar",2,FALSE
3297,"4","299","Retrieval",185,6,45,"guitar",4,TRUE
4737,"4","299","Retrieval",108,6,-45,"willow",2,FALSE
3918,"3","299","Retrieval",10,6,67.5,"choir",1,FALSE
4185,"1","299","Retrieval",13,6,90,"choir",2,FALSE
3373,"2","299","Retrieval",118,6,-22.5,"willow",4,FALSE
4127,"2","299","Retrieval",44,6,112.5,"acoustic",1,FALSE
5108,"4","299","Retrieval",79,6,157.5,"acoustic",2,FALSE
3936,"4","299","Retrieval",105,6,180,"acoustic",4,TRUE
3437,"1","299","Retrieval",7,6,-112.5,"guitar",2,FALSE
5045,"4","299","Retrieval",160,6,-135,"choir",1,FALSE
3918,"3","299","Retrieval",170,6,22.5,"guitar",4,FALSE
4214,"1","299","Retrieval",155,7,22.5,"synth",2,FALSE
4139,"1","299","Retrieval",50,7,-112.5,"synth",2,FALSE
3715,"4","299","Retrieval",116,7,180,"dar",2,FALSE
5294,"2","299","Retrieval",65,7,-67.5,"ep",2,TRUE
4551,"1","299","Retrieval",145,7,-157.5,"orch",4,FALSE
4116,"4","299","Retrieval",192,7,-135,"orch",1,FALSE
4899,"1","299","Retrieval",150,7,0,"ep",1,TRUE
4975,"3","299","Retrieval",184,7,45,"synth",2,FALSE
3884,"4","299","Retrieval",103,7,157.5,"dar",2,FALSE
4569,"1","299","Retrieval",61,7,-90,"synth",2,FALSE
3396,"4","299","Retrieval",99,7,-45,"ep",1,FALSE
4998,"3","299","Retrieval",30,7,67.5,"orch",1,FALSE
3506,"1","299","Retrieval",42,7,90,"orch",1,TRUE
3483,"2","299","Retrieval",123,7,-22.5,"ep",3,FALSE
3320,"2","299","Retrieval",56,7,135,"dar",2,TRUE
4690,"2","299","Retrieval",45,7,112.5,"dar",2,TRUE
4992,"4","299","Retrieval",54,8,-90,"synth",4,TRUE
3936,"4","299","Retrieval",188,8,-135,"orch",3,FALSE
3646,"4","299","Retrieval",135,8,22.5,"synth",4,TRUE
3257,"2","299","Retrieval",36,8,90,"orch",2,TRUE
4354,"4","299","Retrieval",43,8,112.5,"dar",1,FALSE
5108,"1","299","Retrieval",132,8,-22.5,"ep",4,FALSE
4162,"4","299","Retrieval",101,8,-45,"ep",2,FALSE
4011,"1","299","Retrieval",114,8,157.5,"dar",4,FALSE
4812,"1","299","Retrieval",126,8,180,"dar",2,FALSE
3349,"1","299","Retrieval",138,8,0,"ep",3,FALSE
3419,"3","299","Retrieval",158,8,-157.5,"orch",3,TRUE
5654,"2","299","Retrieval",87,8,-67.5,"ep",4,FALSE
5370,"1","299","Retrieval",163,8,45,"synth",3,FALSE
3164,"2","299","Retrieval",28,8,67.5,"orch",2,TRUE
4423,"4","299","Retrieval",80,8,135,"dar",4,TRUE
3593,"4","299","Retrieval",8,8,-112.5,"synth",2,FALSE
3367,"1","299","Retrieval",86,9,-67.5,"ep",1,TRUE
3529,"1","299","Retrieval",35,9,-112.5,"synth",1,TRUE
3396,"1","299","Retrieval",106,9,-45,"ep",1,TRUE
4197,"1","299","Retrieval",186,9,45,"synth",1,TRUE
4389,"1","299","Retrieval",82,9,157.5,"dar",3,FALSE
3889,"2","299","Retrieval",33,9,90,"orch",3,FALSE
3895,"3","299","Retrieval",64,9,135,"dar",3,TRUE
3466,"1","299","Retrieval",144,9,0,"ep",2,FALSE
3379,"2","299","Retrieval",117,9,-22.5,"ep",3,FALSE
3094,"3","299","Retrieval",140,9,22.5,"synth",4,FALSE
3379,"1","299","Retrieval",174,9,-135,"orch",1,TRUE
3942,"2","299","Retrieval",122,9,180,"dar",1,FALSE
3529,"1","299","Retrieval",165,9,-157.5,"orch",3,FALSE
3918,"1","299","Retrieval",49,9,112.5,"dar",4,FALSE
4731,"1","299","Retrieval",17,9,67.5,"orch",3,FALSE
3849,"1","299","Retrieval",51,9,-90,"synth",1,TRUE
4087,"2","299","Retrieval",180,10,45,"ep",2,TRUE
4104,"2","299","Retrieval",70,10,-67.5,"synth",4,FALSE
4238,"4","299","Retrieval",141,10,180,"orch",1,FALSE
3622,"4","299","Retrieval",74,10,112.5,"orch",1,FALSE
3808,"2","299","Retrieval",40,10,90,"dar",2,TRUE
3355,"1","299","Retrieval",134,10,157.5,"orch",1,TRUE
3553,"2","299","Retrieval",125,10,-22.5,"synth",2,TRUE
4162,"2","299","Retrieval",131,10,0,"synth",4,FALSE
3686,"4","299","Retrieval",136,10,-157.5,"dar",3,FALSE
3547,"1","299","Retrieval",29,10,67.5,"dar",2,FALSE
3553,"2","299","Retrieval",176,10,22.5,"ep",2,TRUE
3791,"4","299","Retrieval",191,10,-135,"dar",3,FALSE
3895,"3","299","Retrieval",95,10,-45,"synth",1,FALSE
4876,"3","299","Retrieval",41,10,-90,"ep",4,FALSE
4992,"2","299","Retrieval",85,10,135,"orch",3,FALSE
3535,"4","299","Retrieval",24,10,-112.5,"ep",3,FALSE
3431,"1","299","Retrieval",147,11,-157.5,"dar",3,FALSE
4905,"1","299","Retrieval",14,11,67.5,"dar",3,FALSE
3379,"1","299","Retrieval",57,11,112.5,"orch",3,FALSE
4394,"1","299","Retrieval",100,11,-45,"synth",3,FALSE
4510,"2","299","Retrieval",102,11,135,"orch",4,FALSE
5155,"3","299","Retrieval",177,11,45,"ep",3,TRUE
4110,"4","299","Retrieval",34,11,90,"dar",1,FALSE
4865,"3","299","Retrieval",143,11,180,"orch",1,FALSE
4331,"4","299","Retrieval",166,11,22.5,"ep",3,FALSE
3413,"1","299","Retrieval",187,11,-135,"dar",2,FALSE
4354,"3","299","Retrieval",127,11,-22.5,"synth",3,TRUE
3884,"2","299","Retrieval",6,11,-112.5,"ep",2,TRUE
5997,"1","299","Retrieval",128,11,0,"synth",2,FALSE
4859,"4","299","Retrieval",26,11,-90,"ep",4,TRUE
3413,"4","299","Retrieval",137,11,157.5,"orch",1,FALSE
3320,"2","299","Retrieval",89,11,-67.5,"synth",2,TRUE
3913,"3","299","Retrieval",16,12,-112.5,"ep",3,TRUE
4836,"4","299","Retrieval",189,12,45,"ep",4,TRUE
4238,"3","299","Retrieval",81,12,112.5,"orch",3,TRUE
3918,"3","299","Retrieval",31,12,90,"dar",4,FALSE
3332,"4","299","Retrieval",109,12,-45,"synth",4,TRUE
3582,"3","299","Retrieval",2,12,67.5,"dar",2,FALSE
4632,"3","299","Retrieval",142,12,180,"orch",2,FALSE
3413,"2","299","Retrieval",154,12,-157.5,"dar",1,FALSE
3303,"2","299","Retrieval",110,12,157.5,"orch",2,TRUE
4772,"2","299","Retrieval",162,12,-135,"dar",1,FALSE
3901,"1","299","Retrieval",129,12,0,"synth",4,FALSE
4383,"2","299","Retrieval",173,12,22.5,"ep",2,TRUE
3483,"2","299","Retrieval",111,12,-22.5,"synth",2,TRUE
3773,"4","299","Retrieval",91,12,135,"orch",3,FALSE
4435,"4","299","Retrieval",71,12,-67.5,"synth",2,FALSE
3471,"1","299","Retrieval",25,12,-90,"ep",2,FALSE
5927,"3","187","Retrieval",115,1,-22.5,"guitar",1,FALSE
3396,"2","187","Retrieval",190,1,-135,"acoustic",3,FALSE
3454,"1","187","Retrieval",77,1,-67.5,"guitar",4,FALSE
NA,NA,"187","Retrieval",27,1,-112.5,"willow",3,NA
NA,NA,"187","Retrieval",32,1,-90,"willow",2,NA
3024,"3","187","Retrieval",164,1,0,"guitar",4,FALSE
4603,"1","187","Retrieval",21,1,90,"acoustic",2,FALSE
3001,"3","187","Retrieval",68,1,135,"choir",1,FALSE
NA,NA,"187","Retrieval",121,1,180,"choir",3,NA
NA,NA,"187","Retrieval",88,1,157.5,"choir",2,NA
NA,NA,"187","Retrieval",153,1,22.5,"willow",3,NA
NA,NA,"187","Retrieval",1,1,67.5,"acoustic",3,NA
NA,NA,"187","Retrieval",113,1,-157.5,"acoustic",1,NA
NA,NA,"187","Retrieval",84,1,-45,"guitar",2,NA
NA,NA,"187","Retrieval",52,1,112.5,"choir",4,NA
NA,NA,"187","Retrieval",167,1,45,"willow",4,NA
NA,NA,"187","Retrieval",151,2,0,"guitar",1,NA
3030,"3","187","Retrieval",169,2,-135,"acoustic",1,FALSE
3123,"1","187","Retrieval",67,2,-67.5,"guitar",2,FALSE
3024,"4","187","Retrieval",4,2,67.5,"acoustic",4,TRUE
3065,"2","187","Retrieval",9,2,90,"acoustic",2,TRUE
3663,"1","187","Retrieval",156,2,22.5,"willow",1,TRUE
4981,"3","187","Retrieval",76,2,157.5,"choir",2,FALSE
3071,"1","187","Retrieval",93,2,-45,"guitar",4,FALSE
5631,"3","187","Retrieval",97,2,180,"choir",3,TRUE
3140,"2","187","Retrieval",62,2,112.5,"choir",4,FALSE
3036,"3","187","Retrieval",112,2,-22.5,"guitar",3,TRUE
3158,"4","187","Retrieval",22,2,-112.5,"willow",3,FALSE
3135,"2","187","Retrieval",133,2,-157.5,"acoustic",2,TRUE
5927,"3","187","Retrieval",69,2,135,"choir",1,FALSE
3170,"4","187","Retrieval",48,2,-90,"willow",3,FALSE
3175,"1","187","Retrieval",178,2,45,"willow",1,TRUE
3042,"3","187","Retrieval",148,3,-157.5,"acoustic",4,FALSE
3100,"2","187","Retrieval",157,3,22.5,"willow",4,FALSE
3164,"2","187","Retrieval",20,3,90,"acoustic",2,TRUE
3657,"3","187","Retrieval",146,3,-22.5,"guitar",3,TRUE
3222,"1","187","Retrieval",63,3,112.5,"choir",3,FALSE
3170,"1","187","Retrieval",18,3,-112.5,"willow",1,TRUE
3384,"3","187","Retrieval",175,3,-135,"acoustic",2,FALSE
3106,"3","187","Retrieval",90,3,-45,"guitar",1,FALSE
3048,"4","187","Retrieval",72,3,135,"choir",1,FALSE
3170,"3","187","Retrieval",78,3,157.5,"choir",3,TRUE
3082,"2","187","Retrieval",73,3,-67.5,"guitar",1,FALSE
3077,"4","187","Retrieval",98,3,180,"choir",1,FALSE
3059,"1","187","Retrieval",5,3,67.5,"acoustic",1,TRUE
3245,"2","187","Retrieval",171,3,45,"willow",4,FALSE
3001,"4","187","Retrieval",37,3,-90,"willow",3,FALSE
3071,"3","187","Retrieval",161,3,0,"guitar",2,FALSE
3135,"4","187","Retrieval",168,4,22.5,"guitar",1,FALSE
3170,"3","187","Retrieval",46,4,-90,"guitar",2,FALSE
3228,"3","187","Retrieval",10,4,67.5,"choir",4,FALSE
3019,"4","187","Retrieval",38,4,90,"choir",2,FALSE
3181,"2","187","Retrieval",92,4,-45,"willow",1,FALSE
3053,"4","187","Retrieval",47,4,135,"acoustic",3,FALSE
3117,"1","187","Retrieval",152,4,0,"willow",3,FALSE
3082,"1","187","Retrieval",23,4,112.5,"acoustic",4,FALSE
3680,"3","187","Retrieval",119,4,-22.5,"willow",1,FALSE
3135,"4","187","Retrieval",96,4,157.5,"acoustic",4,TRUE
4301,"2","187","Retrieval",124,4,-157.5,"choir",1,FALSE
3059,"3","187","Retrieval",15,4,-112.5,"guitar",2,FALSE
3442,"1","187","Retrieval",107,4,180,"acoustic",4,FALSE
3088,"1","187","Retrieval",75,4,-67.5,"willow",4,FALSE
3024,"1","187","Retrieval",179,4,45,"guitar",1,TRUE
3123,"1","187","Retrieval",182,4,-135,"choir",1,TRUE
4052,"3","187","Retrieval",170,5,22.5,"guitar",2,FALSE
3013,"1","187","Retrieval",108,5,-45,"willow",1,TRUE
3408,"4","187","Retrieval",55,5,-67.5,"willow",4,TRUE
3007,"1","187","Retrieval",130,5,0,"willow",1,TRUE
3140,"3","187","Retrieval",104,5,180,"acoustic",2,FALSE
3286,"2","187","Retrieval",160,5,-135,"choir",4,FALSE
3158,"1","187","Retrieval",185,5,45,"guitar",3,FALSE
3152,"2","187","Retrieval",39,5,112.5,"acoustic",3,FALSE
3239,"1","187","Retrieval",11,5,67.5,"choir",4,FALSE
3059,"1","187","Retrieval",139,5,-157.5,"choir",2,FALSE
3280,"3","187","Retrieval",7,5,-112.5,"guitar",2,FALSE
3129,"1","187","Retrieval",79,5,157.5,"acoustic",2,FALSE
3001,"3","187","Retrieval",118,5,-22.5,"willow",2,FALSE
3216,"4","187","Retrieval",13,5,90,"choir",1,FALSE
4087,"2","187","Retrieval",59,5,-90,"guitar",3,FALSE
3042,"3","187","Retrieval",58,5,135,"acoustic",1,FALSE
3129,"1","187","Retrieval",60,6,135,"acoustic",2,FALSE
3164,"2","187","Retrieval",120,6,-22.5,"willow",2,TRUE
3222,"3","187","Retrieval",149,6,0,"willow",1,FALSE
3663,"1","187","Retrieval",3,6,-112.5,"guitar",4,FALSE
3048,"2","187","Retrieval",105,6,180,"acoustic",2,TRUE
3001,"1","187","Retrieval",183,6,45,"guitar",3,FALSE
3077,"2","187","Retrieval",181,6,-135,"choir",3,FALSE
3489,"2","187","Retrieval",19,6,90,"choir",4,FALSE
3489,"1","187","Retrieval",83,6,157.5,"acoustic",4,FALSE
3425,"3","187","Retrieval",94,6,-45,"willow",1,FALSE
3413,"2","187","Retrieval",66,6,-67.5,"willow",1,FALSE
3164,"2","187","Retrieval",12,6,67.5,"choir",2,TRUE
3384,"2","187","Retrieval",53,6,-90,"guitar",2,TRUE
3077,"3","187","Retrieval",44,6,112.5,"acoustic",3,TRUE
5085,"3","187","Retrieval",172,6,22.5,"guitar",3,TRUE
4232,"2","187","Retrieval",159,6,-157.5,"choir",4,FALSE
3489,"1","187","Retrieval",135,7,22.5,"synth",4,FALSE
3146,"1","187","Retrieval",123,7,-22.5,"ep",4,FALSE
3152,"1","187","Retrieval",163,7,45,"synth",3,FALSE
3396,"2","187","Retrieval",51,7,-90,"synth",1,FALSE
3338,"4","187","Retrieval",145,7,-157.5,"orch",4,TRUE
4603,"2","187","Retrieval",17,7,67.5,"orch",1,FALSE
3367,"3","187","Retrieval",87,7,-67.5,"ep",3,TRUE
3361,"2","187","Retrieval",42,7,90,"orch",2,TRUE
3036,"1","187","Retrieval",192,7,-135,"orch",1,TRUE
3349,"1","187","Retrieval",56,7,135,"dar",4,FALSE
3251,"3","187","Retrieval",43,7,112.5,"dar",3,TRUE
3274,"1","187","Retrieval",99,7,-45,"ep",2,FALSE
3204,"1","187","Retrieval",50,7,-112.5,"synth",3,FALSE
3233,"4","187","Retrieval",150,7,0,"ep",4,TRUE
3106,"2","187","Retrieval",114,7,157.5,"dar",1,FALSE
3344,"1","187","Retrieval",126,7,180,"dar",4,FALSE
3570,"4","187","Retrieval",35,8,-112.5,"synth",3,FALSE
3216,"1","187","Retrieval",82,8,157.5,"dar",2,FALSE
3796,"3","187","Retrieval",138,8,0,"ep",1,FALSE
3326,"3","187","Retrieval",28,8,67.5,"orch",4,FALSE
3117,"4","187","Retrieval",117,8,-22.5,"ep",4,TRUE
3785,"2","187","Retrieval",116,8,180,"dar",3,FALSE
3843,"1","187","Retrieval",65,8,-67.5,"ep",3,FALSE
3065,"4","187","Retrieval",106,8,-45,"ep",1,FALSE
3013,"1","187","Retrieval",61,8,-90,"synth",3,FALSE
3349,"4","187","Retrieval",158,8,-157.5,"orch",4,TRUE
3355,"1","187","Retrieval",64,8,135,"dar",1,TRUE
3071,"1","187","Retrieval",140,8,22.5,"synth",1,TRUE
3895,"4","187","Retrieval",33,8,90,"orch",2,FALSE
3518,"4","187","Retrieval",186,8,45,"synth",4,TRUE
4731,"3","187","Retrieval",174,8,-135,"orch",4,FALSE
3257,"1","187","Retrieval",45,8,112.5,"dar",4,FALSE
3140,"2","187","Retrieval",80,9,135,"dar",2,TRUE
3268,"2","187","Retrieval",155,9,22.5,"synth",3,FALSE
3419,"4","187","Retrieval",54,9,-90,"synth",2,FALSE
3384,"4","187","Retrieval",165,9,-157.5,"orch",3,FALSE
3158,"2","187","Retrieval",132,9,-22.5,"ep",1,FALSE
3013,"3","187","Retrieval",8,9,-112.5,"synth",3,TRUE
3338,"3","187","Retrieval",36,9,90,"orch",1,FALSE
3257,"4","187","Retrieval",122,9,180,"dar",1,FALSE
3349,"1","187","Retrieval",184,9,45,"synth",4,FALSE
3257,"4","187","Retrieval",144,9,0,"ep",2,FALSE
3111,"1","187","Retrieval",188,9,-135,"orch",2,FALSE
3140,"3","187","Retrieval",103,9,157.5,"dar",4,FALSE
3286,"2","187","Retrieval",86,9,-67.5,"ep",1,FALSE
3007,"2","187","Retrieval",101,9,-45,"ep",2,TRUE
3088,"2","187","Retrieval",30,9,67.5,"orch",4,FALSE
3065,"4","187","Retrieval",49,9,112.5,"dar",2,FALSE
3884,"2","187","Retrieval",25,10,-90,"ep",4,FALSE
3593,"3","187","Retrieval",191,10,-135,"dar",2,FALSE
3106,"1","187","Retrieval",177,10,45,"ep",2,FALSE
3471,"3","187","Retrieval",143,10,180,"orch",2,FALSE
3001,"4","187","Retrieval",2,10,67.5,"dar",1,FALSE
3146,"1","187","Retrieval",85,10,135,"orch",4,FALSE
3349,"3","187","Retrieval",131,10,0,"synth",1,FALSE
3309,"4","187","Retrieval",57,10,112.5,"orch",1,FALSE
3326,"1","187","Retrieval",89,10,-67.5,"synth",3,FALSE
3245,"4","187","Retrieval",95,10,-45,"synth",4,TRUE
3181,"1","187","Retrieval",136,10,-157.5,"dar",3,FALSE
4243,"1","187","Retrieval",137,10,157.5,"orch",3,FALSE
3140,"2","187","Retrieval",24,10,-112.5,"ep",1,FALSE
3036,"1","187","Retrieval",125,10,-22.5,"synth",2,FALSE
3762,"2","187","Retrieval",40,10,90,"dar",4,FALSE
3204,"2","187","Retrieval",166,10,22.5,"ep",4,FALSE
5399,"3","187","Retrieval",173,11,22.5,"ep",3,TRUE
3355,"4","187","Retrieval",111,11,-22.5,"synth",3,FALSE
3019,"3","187","Retrieval",91,11,135,"orch",3,TRUE
4000,"2","187","Retrieval",16,11,-112.5,"ep",4,FALSE
4423,"1","187","Retrieval",70,11,-67.5,"synth",1,TRUE
3088,"2","187","Retrieval",14,11,67.5,"dar",3,FALSE
3181,"2","187","Retrieval",147,11,-157.5,"dar",4,FALSE
3901,"4","187","Retrieval",109,11,-45,"synth",1,FALSE
3170,"3","187","Retrieval",41,11,-90,"ep",3,TRUE
3268,"3","187","Retrieval",74,11,112.5,"orch",3,TRUE
3088,"4","187","Retrieval",189,11,45,"ep",2,FALSE
3431,"2","187","Retrieval",162,11,-135,"dar",3,FALSE
3204,"1","187","Retrieval",31,11,90,"dar",2,FALSE
3187,"1","187","Retrieval",141,11,180,"orch",1,TRUE
3274,"1","187","Retrieval",110,11,157.5,"orch",3,FALSE
3071,"4","187","Retrieval",128,11,0,"synth",2,FALSE
4992,"1","187","Retrieval",29,12,67.5,"dar",4,FALSE
3082,"4","187","Retrieval",129,12,0,"synth",4,TRUE
3431,"2","187","Retrieval",6,12,-112.5,"ep",4,FALSE
3268,"4","187","Retrieval",102,12,135,"orch",4,TRUE
3303,"3","187","Retrieval",187,12,-135,"dar",2,FALSE
3187,"4","187","Retrieval",154,12,-157.5,"dar",3,FALSE
3373,"1","187","Retrieval",127,12,-22.5,"synth",2,FALSE
4719,"2","187","Retrieval",176,12,22.5,"ep",1,FALSE
3111,"4","187","Retrieval",180,12,45,"ep",4,TRUE
3082,"1","187","Retrieval",81,12,112.5,"orch",4,FALSE
3349,"3","187","Retrieval",71,12,-67.5,"synth",3,TRUE
3454,"3","187","Retrieval",100,12,-45,"synth",4,FALSE
4185,"3","187","Retrieval",142,12,180,"orch",1,FALSE
3541,"2","187","Retrieval",34,12,90,"dar",2,TRUE
5300,"1","187","Retrieval",26,12,-90,"ep",1,TRUE
3193,"2","187","Retrieval",134,12,157.5,"orch",2,TRUE
3286,"2","81","Retrieval",78,1,-67.5,"choir",1,FALSE
4139,"3","81","Retrieval",27,1,22.5,"willow",4,FALSE
3268,"2","81","Retrieval",115,1,112.5,"guitar",3,FALSE
3280,"2","81","Retrieval",37,1,45,"willow",1,FALSE
4052,"2","81","Retrieval",160,1,0,"choir",4,FALSE
3135,"3","81","Retrieval",170,1,157.5,"guitar",3,TRUE
3541,"2","81","Retrieval",98,1,-45,"choir",2,TRUE
3860,"3","81","Retrieval",44,1,-112.5,"acoustic",4,FALSE
3756,"1","81","Retrieval",4,1,-157.5,"acoustic",3,FALSE
3646,"1","81","Retrieval",55,1,67.5,"willow",4,FALSE
3773,"1","81","Retrieval",21,1,-135,"acoustic",1,TRUE
3332,"4","81","Retrieval",108,1,90,"willow",4,TRUE
5039,"2","81","Retrieval",139,1,-22.5,"choir",3,FALSE
4220,"1","81","Retrieval",151,1,135,"guitar",1,TRUE
3582,"2","81","Retrieval",58,1,-90,"acoustic",4,FALSE
3611,"4","81","Retrieval",185,1,180,"guitar",4,TRUE
3715,"1","81","Retrieval",179,2,180,"guitar",3,FALSE
3634,"1","81","Retrieval",182,2,0,"choir",3,FALSE
3361,"2","81","Retrieval",97,2,-45,"choir",2,TRUE
3280,"4","81","Retrieval",66,2,67.5,"willow",4,TRUE
3297,"3","81","Retrieval",39,2,-112.5,"acoustic",1,FALSE
3251,"1","81","Retrieval",168,2,157.5,"guitar",1,TRUE
3529,"4","81","Retrieval",18,2,22.5,"willow",2,FALSE
3437,"2","81","Retrieval",112,2,112.5,"guitar",4,FALSE
3274,"1","81","Retrieval",32,2,45,"willow",1,TRUE
3541,"3","81","Retrieval",161,2,135,"guitar",4,FALSE
3483,"1","81","Retrieval",94,2,90,"willow",1,TRUE
3495,"3","81","Retrieval",60,2,-90,"acoustic",4,FALSE
3349,"4","81","Retrieval",124,2,-22.5,"choir",1,FALSE
3338,"3","81","Retrieval",1,2,-157.5,"acoustic",2,FALSE
3280,"3","81","Retrieval",9,2,-135,"acoustic",3,TRUE
3349,"2","81","Retrieval",76,2,-67.5,"choir",2,TRUE
3773,"4","81","Retrieval",20,3,-135,"acoustic",2,FALSE
3669,"1","81","Retrieval",23,3,-112.5,"acoustic",4,FALSE
3913,"1","81","Retrieval",121,3,-45,"choir",2,FALSE
3564,"2","81","Retrieval",146,3,112.5,"guitar",1,FALSE
3361,"4","81","Retrieval",47,3,-90,"acoustic",1,FALSE
3274,"3","81","Retrieval",164,3,135,"guitar",3,TRUE
3384,"2","81","Retrieval",172,3,157.5,"guitar",2,TRUE
3303,"3","81","Retrieval",48,3,45,"willow",3,TRUE
3367,"4","81","Retrieval",183,3,180,"guitar",1,FALSE
4180,"4","81","Retrieval",75,3,67.5,"willow",2,FALSE
4203,"2","81","Retrieval",5,3,-157.5,"acoustic",4,FALSE
3831,"4","81","Retrieval",181,3,0,"choir",1,FALSE
3558,"1","81","Retrieval",22,3,22.5,"willow",2,FALSE
3373,"1","81","Retrieval",92,3,90,"willow",2,FALSE
3245,"3","81","Retrieval",88,3,-67.5,"choir",3,TRUE
3367,"1","81","Retrieval",159,3,-22.5,"choir",1,TRUE
3303,"4","81","Retrieval",119,4,112.5,"willow",4,TRUE
3547,"2","81","Retrieval",53,4,45,"guitar",1,FALSE
3030,"3","81","Retrieval",67,4,67.5,"guitar",1,FALSE
3245,"1","81","Retrieval",93,4,90,"guitar",3,FALSE
3291,"3","81","Retrieval",169,4,0,"acoustic",2,FALSE
3425,"1","81","Retrieval",63,4,-112.5,"choir",2,FALSE
3349,"4","81","Retrieval",105,4,-45,"acoustic",2,FALSE
3373,"2","81","Retrieval",156,4,157.5,"willow",4,FALSE
3570,"2","81","Retrieval",38,4,-135,"choir",2,TRUE
3384,"1","81","Retrieval",178,4,180,"willow",4,FALSE
3373,"1","81","Retrieval",69,4,-90,"choir",3,FALSE
3640,"4","81","Retrieval",130,4,135,"willow",1,FALSE
3796,"1","81","Retrieval",11,4,-157.5,"choir",1,TRUE
3338,"1","81","Retrieval",83,4,-67.5,"acoustic",1,TRUE
3483,"2","81","Retrieval",15,4,22.5,"guitar",4,FALSE
3762,"2","81","Retrieval",133,4,-22.5,"acoustic",2,TRUE
